Date,AAUKF,ANFGF,BHP,CPER,ERO,FCX,FM.TO,GLNCY,HBM,HG=F,IVPAF,JJCTF,LUNMF,PICK,RIO,SCCO,TECK,TGB,XME,ZIJMF
2020-01-02,22.28559684753418,10.097195625305176,33.60861587524414,17.700000762939453,18.2189998626709,12.27787971496582,13.098377227783203,4.9803547859191895,4.055380821228027,2.8329999446868896,3.25,31.049999237060547,4.987917900085449,23.20256996154785,36.98910903930664,32.032745361328125,16.169816970825195,0.5299999713897705,27.384296417236328,0.4568215310573578
2020-01-03,21.54018211364746,10.097195625305176,33.382179260253906,17.450000762939453,18.2189998626709,11.90582275390625,12.260004043579102,4.925017833709717,3.8388309478759766,2.7985000610351562,3.130000114440918,30.600000381469727,4.888491153717041,22.839059829711914,36.340614318847656,31.16272735595703,15.616682052612305,0.5199999809265137,27.14012908935547,0.4568215310573578
2020-01-06,21.494075775146484,10.097195625305176,33.34546661376953,17.469999313354492,16.722000122070312,11.95233154296875,12.230412483215332,4.877585411071777,3.691183567047119,2.80049991607666,3.069999933242798,30.489999771118164,4.871921062469482,22.723051071166992,36.0997428894043,31.215225219726562,15.404647827148438,0.5199999809265137,26.886568069458008,0.4480366110801697
2020-01-07,21.763038635253906,10.047043800354004,33.34546661376953,17.520000457763672,16.600000381469727,12.138358116149902,12.782753944396973,4.861774921417236,3.8093011379241943,2.803999900817871,3.0769999027252197,30.610000610351562,4.954776287078857,22.761720657348633,36.06268310546875,31.26023292541504,15.395429611206055,0.5299999713897705,27.01804542541504,0.4568215310573578
2020-01-08,21.924415588378906,10.047043800354004,33.51069641113281,17.59000015258789,16.64299964904785,12.25927734375,12.260004043579102,4.917112350463867,3.710869789123535,2.819000005722046,2.9600000381469727,30.799999237060547,4.8470635414123535,22.97827911376953,36.3776741027832,31.440227508544922,14.860740661621094,0.5400000214576721,26.567272186279297,0.4568215310573578
2020-01-09,21.924415588378906,10.047043800354004,33.19247817993164,17.540000915527344,16.64299964904785,12.054644584655762,11.904924392700195,4.909207344055176,3.6714978218078613,2.810499906539917,2.947999954223633,30.75,4.780779838562012,22.784921646118164,36.00093078613281,31.680227279663086,14.372140884399414,0.5299999713897705,26.125896453857422,0.4656066298484802
2020-01-10,21.3941707611084,10.047043800354004,33.28426742553711,17.6200008392334,16.52400016784668,11.998835563659668,12.467129707336426,4.917112350463867,3.661653757095337,2.81850004196167,3.0,30.75,4.896775722503662,22.723051071166992,36.0997428894043,32.242733001708984,14.60261058807373,0.5699999928474426,25.88172721862793,0.43925154209136963
2020-01-13,21.932104110717773,10.047043800354004,33.50457763671875,17.920000076293945,16.52400016784668,12.58482551574707,13.098377227783203,4.940828323364258,3.720712900161743,2.8615000247955322,3.052000045776367,31.399999618530273,5.095631122589111,23.10202980041504,36.51971435546875,33.307743072509766,14.584173202514648,0.5699999928474426,26.107112884521484,0.4568215310573578
2020-01-14,21.71693229675293,10.540201187133789,33.773834228515625,17.979999542236328,16.52400016784668,12.332754135131836,12.9208402633667,4.964544296264648,3.6813406944274902,2.875999927520752,3.069999933242798,31.549999237060547,5.012775421142578,23.225772857666016,36.581485748291016,33.217750549316406,14.934491157531738,0.5699999928474426,26.38884735107422,0.4568215310573578
2020-01-15,21.71693229675293,10.540201187133789,33.675926208496094,17.950000762939453,16.347000122070312,12.11803150177002,12.85179615020752,4.925017833709717,3.622281551361084,2.869999885559082,3.065000057220459,31.600000381469727,4.954776287078857,22.97827911376953,36.433258056640625,32.8652458190918,14.851517677307129,0.5699999928474426,26.313716888427734,0.4568215310573578
